Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,Salary
business development executive,5 - 10 yrs,forecasting,finance/audit,delhi,"accounts , finance , tax , company secretary , audit","oil and gas, energy, power, infrastructure",financial analyst,77.2219388,28.6517178,3327
ppc executive,3 - 7 yrs,pay per click| google adwords| search engine marketing| ppc| sem| google analytics| website analysis| yahoo| web analytics| marketing initiatives,online/digital marketing,gurgaon,"marketing , advertising , mr , pr , media planning","it-software, software services",ppc /pay per click specialist,77.00270015,28.42826235,5858
opening for the post of mr/territory business manager in an pharma,0 - 2 yrs,marketing officer| pharma sales| marketing representative| marketing executive| pharma marketing| sales officer| sales representative| business development executive| fresher| trainee| sales executive,retail sales,"delhi ncr,delhi","sales , retail , business development","pharma, biotech, clinical research",medical representative,121.0977529,14.6719732,6677
deputy manager - program management,2 - 6 yrs,project management| ppap| automotive| external audit| conflict resolution| resource mobilization| pfmea| risk management| project life cycle,production/manufacturing/maintenance,pune,"production , manufacturing , maintenance","industrial products, heavy machinery",project manager-production/manufacturing/maintenance,73.8544541,18.521428,6256
public relations manager - bangalore,6 - 11 yrs,pr| public relations| media relations| social media| marketing communication| corporate communication| media relation| corp comm| online media| public relation| journalism| advertising| mass communication,public relations,bengaluru,"marketing , advertising , mr , pr , media planning","advertising, pr, mr, event management",public relations & media relations manager,77.590082,12.9767936,2980
female fresher's counsellor- gurgaon,0 - 1 yrs,counselling| couselling| fresher| student counsellor| student counseling,other,gurgaon,"ites , bpo , kpo , lpo , customer service , operations","education, teaching, training",fresher,77.00270015,28.42826235,3203
be chemical - fresher,0 - 2 yrs,help desk| customer service| customer relationship| access controls| asset management| vendor management,other,"ahmedabad,bharuch","production , manufacturing , maintenance","recruitment, staffing",fresher,72.9384385,21.7379333,2117
senior .net developer for leading it company in gurgaon,2 - 7 yrs,asp dot net| .net developer| dot net developer| asp.net| asp . net,programming & design,"delhi ncr,gurgaon,delhi","it software - application programming , maintenance","it-software, software services",software developer,77.1212148,19.0759899,4640
hiring a valuation associate (female only),0 - 4 yrs,secondary research| valuation| finance| real estate| primary| report preparation| business development| due diligence| financial modelling,other,gurgaon,analytics & business intelligence,"real estate, property",other,77.00270015,28.42826235,6276
merchandising & marketing- professor,10 - 12 yrs,teaching| educator| counselor| mentor| trainer| advisor,university level,pune,"teaching , education , training , counselling","education, teaching, training",lecturer/professor,73.8544541,18.521428,5173
medical transcriber,3 - 5 yrs,x - ray| medical transcription| ultrasound| ct scan,drug regulatory affairs/documentation,delhi,"medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",documentation/medical writing,77.2219388,28.6517178,6125
php developer,0 - 3 yrs,cms| javascript| wordpress| drupal| joomla| ajax| cakephp| zend| knowledge| xhtml,programming & design,"noida,noida/greater noida","it software - application programming , maintenance","it-software, software services",software developer,77.3327483,28.54322285,5518
business development manager,1 - 2 yrs,sales| management| sales management| educational sales,retail sales,noida,"sales , retail , business development","education, teaching, training",sales/business development manager,77.3271074,28.5707841,5099
looking for a job change with a good package,1 - 5 yrs,outbound| antivirus| technical support| technical support associate| process| sales| inbound calls| us shift| comp,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,5809
huge requirement for customer care executive with fixed salary,0 - 2 yrs,technical support| english| comp| customer care executive| inbound calls| antivirus| issue| software,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,4466
assistant manager – bi&i (data automation),5 - 7 years,c#|application development|senior level|ms sql|visual basic|power bi|msbi|ssis|recruitment|data integration,admin/maintenance/security/datawarehousing,mumbai,"it software - application programming , maintenance",banking / financial services / broking,it/networking-manager,72.8773928,19.0759899,1565
field sales executive,0 - 2 yrs,escalation management| field sales executive| sales achievement| training| insurance sales,retail sales,ghaziabad,"sales , retail , business development","real estate, property",sales executive/officer,77.45268496,28.7218316,3150
sr. manager sales capability building,10 - 15 yrs,team management| salesforce| usage| sales| skill development| training| productivity improvement| training management| sales budgeting| tsi,sales support,kolkata,"sales , retail , business development","fmcg, foods, beverage",sales trainer,88.35769124,22.5414185,3702
service ops expert - servc del | microland,2 - 5 yrs,networking| unix| change management| scheduling| publishing| incident management| vmware| problem management| remedy| sip,voice,mumbai,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),72.8773928,19.0759899,5079
regional trainer - skin for wellness & beauty industry (only females),4 - 9 yrs,planning| training| training manager| trainer| faculty,teachers,"ahmedabad,indore","teaching , education , training , counselling","wellness , fitness , sports, beauty",trainer,75.8226156,22.7066324,6619
sales manager,3 - 6 yrs,sales| billing| ms office| business reporting| insurance sales| mis preparation| usage| corporate| networking| retail,retail sales,chandigarh,"sales , retail , business development","it-software, software services",sales/business development manager,76.7797143,30.7334421,4874
field support team-supervisor,4 - 5 yrs,customer support| support service| field support| team| management| supervisor| self motivated| continuous improvement| give| enthusiastic,admin/maintenance/security/datawarehousing,"ahmedabad,ahmedabad","it software - application programming , maintenance",other,technical support engineer,72.5797068,23.0216238,5698
sr. c# developer,1 - 6 yrs,javascript| sql| xml| server| css| technical| software| developing| html| tracking| database| web| application development| net| programming| ajax| development| dom| solid| data integrity| stored procedures| reporting tools| application| applications,programming & design,ahmedabad,"it software - application programming , maintenance","it-software, software services",software developer,72.5797068,23.0216238,5162
sr structural engineer,5 - 10 yrs,senior design engineer| engineering design| sacs,engineering design,mumbai,"engineering design , r&d","strategy, management consulting firms",senior design engineer,72.8773928,19.0759899,4160
it security head,4 - 8 yrs,c| python| six sigma| pmp| .net| html| javascript| sql| oracle| assembly language| real time operating systems,senior management,hyderabad,"it software - network administration , security","it-software, software services",head/vp/gm-technology(it)/cto,78.4740613,17.360589,3495
technical support executive,2 - 5 yrs,technical support executive| electrical engineering,voice,pune,"ites , bpo , kpo , lpo , customer service , operations","internet, ecommerce",associate/senior associate -(technical),73.8544541,18.521428,5049
analyst - business intelligence,1 - 3 yrs,data analysis| automation| google analytics| excel| analytical| business intelligence| analytics| product marketing| sql| data extraction,system design/implementation/erp/crm,mumbai,"it software - application programming , maintenance","it-software, software services",business analyst,72.8773928,19.0759899,6346
nokia wing circuit core - smsc engineer,5 - 10 years,detail design|juniper|smsc engineer|routing|ip networking|network elements|network troubleshooting|high level design|data center|switching,programming & design,noida,"it software - network administration , security",telecom / isp,software developer,77.3271074,28.5707841,2040
assistant restaurant manager / restaurant manager,5 - 7 yrs,assistant restaurant manager| restaurant| restaurant manager,food & beverage,delhi ncr,"hotels , restaurants","travel , hotels , restaurants , airlines , railways",restaurant manager,77.1212148,28.6882438,4142
digital / web artist,0 - 3 yrs,layout| visualization| digital media| graphic design| html| illustration| tools| part time,creative,"mumbai,mumbai","design , creative , user experience","advertising, pr, mr, event management",graphic designer,72.8773928,19.0759899,2409
business development manager,2 - 7 yrs,selling| accounts| events| prospecting| business operations| ideas| coordinating| tracking| closing| maintaining,senior management,"mumbai,mumbai","sales , retail , business development","it-software, software services",head/vp/gm/national manager -sales,72.8773928,19.0759899,5623
web/ gui designer,3 - 5 yrs,photoshop| illustrator| seo| jquery| fireworks| css3| gui| usability| development| static,creative,gurgaon,"design , creative , user experience","it-software, software services",web designer,77.00270015,28.42826235,3031
"web designer - html, css, bootstrap, photoshop",1 - 3 yrs,photoshop| html| wordpress| css3| bootstrap| web technologies| html5| css,programming & design,ahmedabad,"it software - ecommerce , internet technologies","recruitment, staffing",graphic/web designer,72.5797068,23.0216238,5617
python developer,1 - 3 yrs,python,programming & design,chennai,"it software - application programming , maintenance","recruitment, staffing",software developer,80.270186,13.0836939,6417
web designer,4 - 5 yrs,server| multimedia| troubleshooting| graphics| audio| monitoring| javascript| jquery| user interface| css3,programming & design,ahmedabad,"it software - ecommerce , internet technologies","it-software, software services",graphic/web designer,72.5797068,23.0216238,6991
avp- fx mo,8 - 10 yrs,senior management| mis reporting| building| training| management| risk| vice president| focus| trade| associate vice president,senior management,mumbai,"financial services , banking , investments , insurance","recruitment, staffing",head/vp/gm-operations,72.8773928,19.0759899,2171
cluster sales head - tied channel &amp; affinity alliances - health insura,4 - 9 yrs,sales head| tied channel| sales| business growth| profitability| business operations| new business| alliances,senior management,"delhi ncr,mumbai,pune,ahmedabad,nagpur,nashik,gujarat,maharashtra","sales , retail , business development",insurance,head/vp/gm/national manager -sales,77.1212148,19.0759899,4449
head - project management,15 - 20 yrs,project management,senior management,delhi ncr,"production , manufacturing , maintenance","real estate, property",head/vp/gm-operations,77.1212148,28.6882438,1704
walk- in for development qa/ regulatory affairs,4 - 8 yrs,qa| life sciences| development quality assurance| life cycle| regulatory affairs| dqa| qms| dmf,r&d,hyderabad,"medical , healthcare , r&d , pharmaceuticals , biotechnology","pharma, biotech, clinical research",research scientist,78.4740613,17.360589,6937
manager accounts-wazirpur-mba-finance-salary-35k(export house exp),10 - 14 yrs,accounting| finance| financial reporting| statutory compliance| gst| vat,accounts,delhi ncr,"accounts , finance , tax , company secretary , audit",iron and steel,accounts manager,77.1212148,28.6882438,2770
team leader- head digital prtnrshp & bd,8 - 12 yrs,data analysis| consumer research| management| head business development,retail sales,mumbai,"sales , retail , business development","construction, engineering, cement, metals",sales/business development manager,72.8773928,19.0759899,6205
dwh tester - manual testing,4 - 6 yrs,testing| quality| manual testing| etl| bi| dw| datawarehouse testing,programming & design,"delhi ncr,gurgaon",it software - qa & testing,"it-software, software services",testing engineer,77.10436033,28.42208445,1918
quality assurance engineer,3 - 5 yrs,assembly language| six sigma| pmp| c| javascript| .net| html| oracle| python| sql,qa/testing/documentation,hyderabad,"it software - application programming , maintenance","it-software, software services",quality assurance/quality control executive,78.4740613,17.360589,6652
technical / functional skills,4 - 9 yrs,product management| business process| linkedin| automation| cv| email| git| technical| sdlc| ideas,institutional sales,mumbai,"sales , retail , business development","it-software, software services",sales executive/officer,72.8773928,19.0759899,5227
software development / software engineer,2 - 4 yrs,ajax| javascript| php| erp| website| development| software development| module| mca| application development| application| web| programming,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,5554
business development manager,vide,vide,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,6449
inbound phone banking voice process - leading bank - noida,0 - 2 yrs,customer service| customer care| team| communication| bpo| call center| inbound| voice| backend| non voice| telecalling| cse| cro| cce| data entry| back office| voice process| domestic bpo| fresher| trainee| telemarketing| outbound| sales| hardware| networking,voice,noida,"ites , bpo , kpo , lpo , customer service , operations","fresher, trainee, entry level",associate/senior associate -(nontechnical),77.3271074,28.5707841,6440
java enterprise edition,2 - 4 years,oracle|core java|business process|outsourcing|operations|spring integration|j2ee|spring framework|jee|manager technology,programming & design,mumbai,"it software - application programming , maintenance",it-software / software services,software developer,72.8773928,19.0759899,1954
associate clinical data processor,0 - 1 yrs,ms office| data entry,voice,mumbai,"ites , bpo , kpo , lpo , customer service , operations","strategy, management consulting firms",associate/senior associate -(nontechnical),72.8773928,19.0759899,5541
business development manager,vide,sales|counter|sales|sales|sales|sales|counter|sales|sales|sales|counter|sales|sales|counter|sales|sales|sales|sales|sales|counter|sales|sales|sales|sales|counter|sales|sales|sales|sales|sales|sales|counter|sales|sales|sales|sales|sales|sales|sales|sales|sales|sales|counter|sales,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,4015
crm,1 - 2 yrs,customer relationship| automobile| proposal preparation| crm strategy| architecture| database| testing,corporate sales,bengaluru,"sales , retail , business development","it-software, software services",sales/business development manager,77.590082,12.9767936,5386
magento developer,2 - 7 yrs,unix| version control| prototype| xml| mysql| php| json| mvc| ajax| css3,programming & design,ahmedabad,it software - system programming,"bpo, call centre, ites",software developer,72.5797068,23.0216238,1965
merchandiser,2 - 7 yrs,merchandising| buyer activities| follow ups| vendor| purchase| vendor development| tracking,production/merchandising/business development,"thane,mumbai,navi mumbai","export , import , merchandising","textiles, garments, accessories",merchandiser,73.0198537,19.0308262,4456
siem analyst,2 - 5 yrs,vide,admin/maintenance/security/datawarehousing,"hyderabad,bengaluru","it software - network administration , security","recruitment, staffing",system security,77.6370384,13.023331,5150
hiring ll azure devops and management lead ll hyderabad,6 - 11 yrs,c#| azure| powershell| script writing| api| debugging| devops| application integration,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",team lead/technical lead,78.4740613,17.360589,2275
senior faculty - information design,15 - 20 yrs,vide,programming & design,bengaluru,"teaching , education , training , counselling","education, teaching, training",software developer,77.590082,12.9767936,6053
computer operator,1 - 3 yrs,computer operator| ms office| software services| comm| typing speed| who| software| level,programming & design,"gurgaon,noida","executive assistant , front office , data entry","it-software, software services",stenographer/data entry operator,77.00270015,28.42826235,1567
operation executive,2 - 3 yrs,operations management| mobilization| resource mobilization| general management| interview| recruitment,administration/facility management,delhi ncr,"hr , recruitment , administration , ir","recruitment, staffing",executive/ sr executive - administration,77.1212148,28.6882438,6411
customer support executive,0 - 1 yrs,customer support executive| customer service| business executive| process,voice,chandigarh,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),76.7797143,30.7334421,6307
corporate-day care manager.,2 - 4 yrs,staff training| day care| recruitment,teachers,pune,"teaching , education , training , counselling","education, teaching, training",daycareteacher / incharge / attendant,73.8544541,18.521428,5736
hiring going on for .us inbound tech support/ sales,1 - 6 yrs,process| spot| technical support| night shift| international bpo,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),88.35769124,22.5414185,5197
deputy manager- performance/digital marketing,4 - 9 years,digital marketing|email marketing|adwords|display advertising|digital campaigns|google analytics|sem|seo,online/digital marketing,delhi ncr,"marketing , advertising , mr , pr , media planning",education / teaching / training,social media marketing manager,77.1212148,28.6882438,3419
"technical lead -(voip,cisco call manager)",2 - 7 yrs,java| cisco call manager| visa| j2ee| sip| offshore| communication skills,programming & design,"bengaluru,bengaluru / bangalore",it software - telecom software,"it-software, software services",team lead/technical lead,77.590082,12.9767936,6134
business development manager,vide,vide,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,4662
relationship manager,3 - 8 yrs,sales| business development| change management| mobile| mobiles| handset| mobile handset| marketing| relationship management| distribution management| channel management| dealer management| retailer,channel sales,chandigarh,"sales , retail , business development","consumer electronics, appliances, durables",sales / bd manager,76.7797143,30.7334421,2897
"technician, technical support",0 - 4 yrs,international call center| technical support| maintenance| communication skills| pc hardware| technician activities| social media| analytical ability| soft skills| customer satisfaction,admin/maintenance/security/datawarehousing,gurgaon,"it software - application programming , maintenance","it-software, software services",technical support engineer,77.00270015,28.42826235,5174
graphic designer,2 - 4 yrs,illustrator| corel draw| photoshop,creative,gurgaon,"design , creative , user experience","education, teaching, training",graphic designer,77.00270015,28.42826235,3523
consultant,2 - 5 yrs,manual testing| informatica| microsoft| process automation| system testing| pdf| artificial intelligence| regression testing| silicon| analytics,programming & design,noida,"it software - application programming , maintenance","it-software, software services",testing engineer,77.3271074,28.5707841,5116
immediate requirement for fusion technical lead developer,10 - 16 yrs,technical architecture| fusion| oracle fusion,programming & design,"delhi ncr,mumbai,bengaluru","it software - application programming , maintenance","it-software, software services",team lead/technical lead,121.0977529,14.6719732,1571
layout designer / web designer,1 - 5 yrs,layout design| corel draw| web designing| photoshop,programming & design,ahmedabad,it software - other,"recruitment, staffing",graphic/web designer,72.5797068,23.0216238,4452
international bpo- mahindra- meru- tata sky- paddle point-pepperfry-hc,0 - 4 yrs,bpo voice| voice process| international bpo,voice,"mumbai,mumbai suburbs,navi mumbai,thane,vasai","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),77.1212148,19.0759899,6576
asp.net with angular js & html5 - hyderabad,5 - 7 yrs,html5| asp,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,5816
sales manager product and portfolio,5 - 10 yrs,product training| sales| relationship| banking| recruitment,retail sales,hyderabad,"sales , retail , business development","banking, financial services, broking",sales/business development manager,78.4740613,17.360589,5244
key accounts manager,6 - 11 yrs,customer profitability| receivable management| education| relationship building| transportation| service| monitoring| key accounts,corporate sales,mumbai,"sales , retail , business development","recruitment, staffing",client servicing/key account manager,72.8773928,19.0759899,4830
store head-leading manufacturing company,10 - 15 yrs,stores| warehouse| logistics,logistics,bengaluru,purchase / logistics / supply chain,"automobile, auto anciliary, auto components",logistics manager,77.590082,12.9767936,5436
bpo inbound voice tech process - customer service inbound voice - appl,2 - 6 yrs,bpo| outbound| english| email| inbound calls| customer service| troubleshooting| technical support| recruitment| comp,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,2415
java software engineer,1 - 5 yrs,linux| agile| python| computer science| coding| fixed income| machine learning| asset management| jira| financial services,programming & design,bengaluru,"it software - application programming , maintenance","banking, financial services, broking",software developer,77.590082,12.9767936,3812
admin executive,2 - 5 yrs,english| ms office| admin executive| billing| stock inventory| writing| office management| management| business executive| application,administration/facility management,chandigarh,"hr , recruitment , administration , ir","it-software, software services",executive/ sr executive - administration,76.7797143,30.7334421,3055
agm finance for automobile company in kolkata . salary:7 lpa,12 - 17 yrs,credit officers| risk management| administration| report generation| analysts| analytical skills,senior management,kolkata,"accounts , finance , tax , company secretary , audit","recruitment, staffing",head/vp/gm-finance/audit,88.35769124,22.5414185,1789
accounts manager (male),7 - 12 yrs,balance sheet finalisation| service tax| bank reconciliation| gst| income tax| taxation| financial auditing| finance| tax audit,accounts,"gurgaon,noida","accounts , finance , tax , company secretary , audit","it-software, software services",accounts manager,77.00270015,28.42826235,5212
opening for french specialist accounts payable,1 - 4 yrs,accounts payable| accounting| ap,back office/web/transaction processing,bengaluru,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),77.590082,12.9767936,2016
applications analyst oee,3 - 5 yrs,change management| healthcare| analyst| business analyst| social media| problem management| software development life cycle| scheduling| oee,programming & design,bengaluru,"it software - application programming , maintenance","medical, healthcare, hospitals",software developer,77.590082,12.9767936,6067
customer service engineer - - icd security solutions,2 - 7 yrs,copyright| customer service representative| cv| customer service| security| troubleshooting| cctv,corporate sales,pune,"sales , retail , business development","it-software, software services",client servicing/key account manager,73.8544541,18.521428,3180
urgently required senior php developer(laravel) || gurgaon,2 - 5 yrs,css| jquery| mysql| javascript| html| web development| laravel| codeigniter,programming & design,gurgaon,"it software - application programming , maintenance","it-software, software services",software developer,77.00270015,28.42826235,3588
associate process consultant,7 - 12 yrs,networking| telecom| lan| wan| bss| vpn| wireless| telecommunication| costing| visio,project management,pune,it software - telecom software,"it-software, software services",project manager-it/software,73.8544541,18.521428,4791
infrastructure management- lecturer,5 - 7 yrs,teaching| educator| counselor| mentor| trainer| advisor,university level,ghaziabad,"teaching , education , training , counselling","education, teaching, training",lecturer/professor,77.45268496,28.7218316,1958
finance admin,4 - 6 yrs,business communication| analytical skills| business objects| team management| management| transition management| trend analysis| variance analysis| analytics,finance/audit,pune,"accounts , finance , tax , company secretary , audit","it-software, software services",financial analyst,73.8544541,18.521428,3214
guest relations executive,6 - 7 yrs,usage| pdf| c| social media| cash handling| database| customer service| merchandising| advertising,senior management,"mumbai,delhi","sales , retail , business development","ngo, social services, regulators, industry associations",head/vp/gm/national manager -sales,77.2820578,28.5715304,5474
salesforce system architect,8 - 12 yrs,salesforce| salesforce.com| system design| application architecture,programming & design,chennai,"it software - application programming , maintenance","it-software, software services",technical architect,80.270186,13.0836939,4146
business development manager,vide,vide,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,1660
system monitoring tools & techniques professional,13 - 15 years,execution|project management|ao engagement|monitoring tools|delivery management|stakeholder management|system monitoring,project management,bengaluru,"it software - erp , crm",it-software / software services,project manager-it/software,77.590082,12.9767936,4639
hr recruiter,0 - 2 yrs,recruitment| hiring| hr| screening| interviewing| staffing,other,navi mumbai,"it software - application programming , maintenance","it-software, software services",fresher,73.0198537,19.0308262,6420
business development manager (ecommerce),1 - 3 yrs,bca| cold calling| bidding| academic| customer service| documentation| selling| web development| seo| mba,corporate sales,delhi,"sales , retail , business development","it-software, software services",sales/business development manager,77.2219388,28.6517178,3524
java developer - spring/ hibernate,5 - 10 yrs,java| webservices| spring| hibernate| system design| esb| sql| spring boot| javascript,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,3676
python developer,0 - 1 yrs,debugging| troubleshooting| python| interpersonal skills| oops| programming| developer,programming & design,gurgaon,"it software - application programming , maintenance","it-software, software services",software developer,77.00270015,28.42826235,5033
sales and marketing/business development manager,2 - 7 yrs,direct sales| cold calling| english| networking| business development manager| customer interfacing| data collection| service| digital marketing| who,retail sales,mumbai,"sales , retail , business development","it-software, software services",sales/business development manager,72.8773928,19.0759899,2992
microsoft developer,2 - 7 yrs,build automation| entity framework| mvc| microsoft| sql,programming & design,ahmedabad,"it software - application programming , maintenance","recruitment, staffing",software developer,72.5797068,23.0216238,3091
customer service executive (adeeba group) for tech support/ sales,2 - 7 yrs,technical support| outbound| troubleshooting| recruitmentenglish| antivirus| comp| customer service executive| domestic bpo,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,4963
inbound technical support with attractive salary package,0 - 5 yrs,outbound| medical| technical support| technical support associate| email| sales| us shift| antivirus| troubleshooting| comp,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),88.35769124,22.5414185,5156
"placement officer,",0 - 5 yrs,hr| human resource management| placement coordination| recruitment executive| recruitment officer,other,pune,"hr , recruitment , administration , ir","recruitment, staffing",outside consultant,73.8544541,18.521428,1510
walk-in interviews for sr.executive - procurement on 5th july,2 - 5 yrs,strategic sourcing| procurement| supply chain management| packaging| vendor management,purchase/material management,gurgaon,purchase / logistics / supply chain,"internet, ecommerce",purchase executive,77.00270015,28.42826235,5829
urgent opening automation test engineer 2-5yrs-bellandur bangalore,2 - 5 years,test engineering,programming & design,bengaluru (bellandur),"it software - application programming , maintenance",it-software / software services,software developer,77.6781903,12.9310383,3991
senior tsa inbound tech process,0 - 2 yrs,outbound| technical support associate| sales process| process| senior| technical| us shift| technical support| international bpo,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),88.35769124,22.5414185,5791
freelance corporate trainer on taleo,5 - 10 yrs,corporate training| corporate trainer| technical trainer,teachers,bengaluru,"teaching , education , training , counselling","it-software, software services",trainer,77.590082,12.9767936,2591
senior java developer- urgently required by mumbai it company,3 - 5 yrs,java| mongodb| hibernate| spring| jms,programming & design,mumbai (sakinaka),"it software - application programming , maintenance","it-software, software services",software developer,72.8817764,19.1004019,6616
manager procurement,4 - 5 yrs,procurement| supply chain management| automation| copyright| chain| purchase| head operations| steel| business executive,purchase/material management,mumbai,purchase / logistics / supply chain,"advertising, pr, mr, event management",purchase/vendor development manager,72.8773928,19.0759899,5994
senior software engineer - ui development - javascript/angularjs,5 - 10 yrs,software development life cycle| css| html5| ui development| design patterns| svn| software engineering| angularjs| javascript,programming & design,gurgaon,"it software - application programming , maintenance","it-software, software services",software developer,77.00270015,28.42826235,1822
telle caller,0 - 2 yrs,good communication skill| good speeking manners| ability to face strangers| punctual| gopod efficiency,voice,delhi,"ites , bpo , kpo , lpo , customer service , operations","recruitment, staffing",telecalling/telemarketing executive,77.2219388,28.6517178,4502
documentation executive,8 - 10 yrs,e - tendering| tender preparation| bid preparation| proposal preparation,programming & design,delhi ncr (green park),other,"architecture, interior design",other,121.0400267,14.4768661,3090
restaurant cashier,2 - 4 yrs,cash handling| cashier activities| day book| cashier| restaurant| csat,front office/customer care,delhi ncr (shakti nagar),"hotels , restaurants","travel , hotels , restaurants , airlines , railways",cashier,77.1212148,19.0759899,2985
"opening for dot net developer @ baner, pune",0 - 0 yrs,c#| .net| asp.net,other,pune,"it software - application programming , maintenance","it-software, software services",fresher,73.8544541,18.521428,2711
management trainee,0 - 2 yrs,excel| sales| conflict resolution| analytical| management trainee| power point presentation| ms office,other,pune,"sales , retail , business development",insurance,trainee,73.8544541,18.521428,6527
junior company secretary,3 - 8 yrs,manual testing| eclipse| coding| scrum| enterprise applications| healthcare| jira| android sdk| test driven development| business analyst,programming & design,gurgaon,it software - qa & testing,"medical, healthcare, hospitals",testing engineer,77.00270015,28.42826235,5970
production manager,1 - 5 yrs,production management| production control| production planning| production manager| planning| production support| organizing,production/manufacturing/maintenance,"chandigarh,panchkula","production , manufacturing , maintenance","internet, ecommerce",production manager,76.8381751,30.6958386,6473
have confidence to convince customer then join adeeba (inbound voice),0 - 1 yrs,outbound| medical| technical support| technical support associate| email| technical| us shift| antivirus| troubleshooting| comp,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,2781
business transformation consultant,3 - 8 yrs,project management| management consulting| business transformation| strategy consulting| change management| sales strategy| top management,programming & design,"delhi ncr,mumbai,bengaluru",other,"strategy, management consulting firms",other,121.0977529,14.6719732,6096
content editor,3 - 6 yrs,digital media| php| recruitment| bengali| lms| business administration| content editor| journalism| literature| administration,content development,hyderabad,"journalism , editing , content","media, entertainment, internet",content developer,78.4740613,17.360589,5611
graphics hardware engineer,5 - 7 yrs,graphics| simulation| power management| electronics| hardware| research| system analysis| electricals,programming & design,bengaluru,"it software - embedded , eda , vlsi , asic , chip design","it-software, software services",software developer,77.590082,12.9767936,3804
visual designer,1 - 3 yrs,motion graphics| infographics| illustrator| animations| infographics| corel draw| photoshop| coreldraw| visual designer,creative,bengaluru,"design , creative , user experience","it-software, software services",visualiser,77.590082,12.9767936,3159
web designer,3 - 8 yrs,illustrator| web designing| photoshop| css| web technologies| xml| intranet| business executive,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",graphic/web designer,77.590082,12.9767936,4963
accounts executives,3 - 8 yrs,tally| retail| accounts executive| retail executive,accounts,mumbai,"accounts , finance , tax , company secretary , audit","industrial products, heavy machinery",accounts executive/accountant,72.8773928,19.0759899,5957
finance & accounting associates,2 - 5 yrs,financial reporting| due diligence| data analysis| accounting| international finance| banking,accounts,noida,"accounts , finance , tax , company secretary , audit","banking, financial services, broking",accounts manager,77.3271074,28.5707841,6420
dealer - retail broking,1 - 5 yrs,nse| lead generation| compliance| relationship| equity| client acquisition| research| revenue generation| monitoring| hni client handling,institutional sales,kolkata,"sales , retail , business development","accounting, finance",sales executive/officer,88.35769124,22.5414185,4106
senior software developer (mvc .net),5 - 7 yrs,mysql| javascript| uml| server| css| technical writing| html5| bootstrap| microsoft| technical support| sql| cloud| ui| web| design| asp.net| mvc| api| architecture| level| visual studio| quality| ms sql| infrastructure| .net| agile| angularjs| aws,programming & design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,2274
client relationship partner,2 - 7 yrs,mis reporting| trade| operational risk| banking| relationship| client relationship| saving,retail/personal banking,bengaluru,"financial services , banking , investments , insurance","banking, financial services, broking",sales officer,77.590082,12.9767936,3290
"sales manger opening in an e-commerce industry- (mumbai, pune)",2 - 7 yrs,sales strategy| sales management| b2b sales| corporate sales| institutional sales,institutional sales,"mumbai,pune","sales , retail , business development","internet, ecommerce",sales/business development manager,72.840292,18.9560691,4565
dot net developer,2 - 7 yrs,soa| sql| relationship management| server| software| jquery| service oriented architectures| quality systems| software implementation| computer science| sql server 2008| design,programming & design,"ahmedabad,ahmedabad","it software - application programming , maintenance","it-software, software services",software developer,72.5797068,23.0216238,2105
